term,frequency,document_frequency,in_lexicon,current_valence,n_tickers,n_sectors,example_headlines,window_start,window_end,n_headlines_in_window,is_stopword,review_eligible,exclusion_reason
ruth,3,3,False,,3,2,"Consumer Sector Update for 03/30/2020: RUTH, GM, CVNA, WMT, MCD, DIS, CVS, KO || Consumer Sector Update for 06/23/2020: RUTH,GO,EAT,EXPE,DIS || Blackstone adds Alphabet CFO Ruth Porat to its board",2020-01-01,2020-12-31,36955,False,True,
rye,3,3,False,,2,1,Monday's ETF with Unusual Volume: RYE || Thursday's ETF with Unusual Volume: RYE,2020-01-01,2020-12-31,36955,False,True,
ryf,3,3,False,,2,1,Friday's ETF with Unusual Volume: RYF || Wednesday's ETF with Unusual Volume: RYF || The Math Shows RYF Can Go To $43,2020-01-01,2020-12-31,36955,False,True,
safer',3,3,False,,3,1,Shares of several utilities companies are trading higher as markets continue to rebound following last week's US stimulus measures. NOTE: Recent volatility may also potentially be raising investor interest in 'safer' sectors.,2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
sage,3,3,False,,3,2,"Sage Rhino Capital Llc Buys Ameresco Inc, Wells Fargo, Fastly Inc, Sells Hewlett Packard ... || KPTI To Test XPOVIO In COVID-19, PTCT Will Have To Wait, SAGE Slashes Workforce || Sage Capital Advisors,llc Buys iShares Short Maturity Bond, AbbVie Inc, Lockheed Martin Corp, ...",2020-01-01,2020-12-31,36955,False,True,
salaries,3,3,False,,3,2,"Cummins slashes CEO pay, cuts employee salaries on coronavirus hit || Senator Warren slams Disney for layoffs, executives' salaries",2020-01-01,2020-12-31,36955,False,True,
salt,3,3,False,,2,2,"Boeing, Salt River Project Ink Renewable Energy Deal For Mesa Site || K+S confirms in talks for $3.2 bln sale of Morton Salt business || K+S signs agreement for $3.2 billion sale of Morton Salt business",2020-01-01,2020-12-31,36955,False,True,
sam's,3,3,False,,1,1,"Sam's Club Changes Hours, Offers Senior Shopping, Adds Curbside Pickup || Sam's Club Earlier Announced It Has Launched Curbside Pickup Nationwide || Sam's Club Unveils New Plans For Holiday Season; To Hire 2,000 Associates",2020-01-01,2020-12-31,36955,False,True,
sandwich,3,3,False,,1,1,"Starbucks Adds Beyond Meat Sandwich To Menu In Canada, Continues Carrying Out 'More Environmentally Friendly Menu' Plans || Starbucks To Sell Beyond Meat Plant-based Sandwich In Canada || Starbucks to Begin Selling Beyond Meat Plant-based Breakfast Sandwich on March 3 in Canadian Stores",2020-01-01,2020-12-31,36955,False,True,
santos,3,3,False,,1,1,"Santos posts drop in revenue, but says well positioned to weather oil crash || ConocoPhillips Closes Australian Asset Divestment to Santos || Australia's Santos posts drop in Q2 revenue, sees steady output in near-term",2020-01-01,2020-12-31,36955,False,True,
sarepta,3,3,False,,3,3,"BUZZ-U.S. STOCKS ON THE MOVE-Crocs, Smith & Wesson, Sarepta Therapeutics",2020-01-01,2020-12-31,36955,False,True,
saudi-russian,3,3,False,,3,1,Shares of several energy companies are trading higher amid anticipated progress on Saudi-Russian supply cut talks. UPDATE: Sector is now mixed.,2020-01-01,2020-12-31,36955,False,True,
saudis,3,3,False,,3,1,SPECIAL REPORT-Trump told Saudis: Cut oil supply or lose U.S. military support - sources,2020-01-01,2020-12-31,36955,False,True,
sava,3,3,False,,2,1,"MRNS Catches Eye, SAVA Soars On Alzheimer's Study, ETNB Abuzz Over NASH Trial, GILD Snaps Up IMMU || Pre-market Movers In Healthcare Sector: SAVA, KTOV, PRVL, IMMP, GILD, ITRM, BBI…",2020-01-01,2020-12-31,36955,False,True,
saybrook,3,3,False,,2,2,"Saybrook Capital Buys General Electric Co, Perrigo Co PLC, Allergan PLC, Sells ... || Saybrook Capital Buys Verizon Communications Inc, Amazon. ...",2020-01-01,2020-12-31,36955,False,True,
says',3,3,False,,2,1,"'China testing HIV drug as treatment for new coronavirus, AbbVie says' -Reuters || '250 patients have received $GILD's remdesivir through expanded access, new FDA info says' -Tweet From Pharma Pink Sheet Reporter || 'Gilead Drug Remdesivir's Use Against Coronavirus Could Become Obsolete, Analyst Says' -Barrons Report",2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
sbla,3,3,False,,2,1,"The Daily Biotech Pulse: FDA Snub For Merck, Priority Review For Roche's Tecentriq sBLA || Allergan Files SBLA To Extend Use Of BOTOX For Patients 5 To 17 Years Old || Merck: FDA Grants Priority Review To SBLA For Keytruda Plus Chemotherapy",2020-01-01,2020-12-31,36955,False,True,
sbra,3,3,False,,3,3,"After Hours Most Active for Oct 19, 2020 : HTZ, GE, SBRA, APTX, WFC, F, AAPL, QQQ, BAC, CMCSA, MRO, VIAC",2020-01-01,2020-12-31,36955,False,True,
sbs,3,3,False,,1,1,"TPG Group Holdings (SBS) Advisors, Inc. Buys Progyny Inc, Allogene Therapeutics Inc, Comcast ...",2020-01-01,2020-12-31,36955,False,True,
scholarship,3,3,True,0.03,3,1,Richard Bernstein Advisors launches scholarship at historically black Spelman College || Morgan Stanley unveils scholarship fund for Black colleges,2020-01-01,2020-12-31,36955,False,True,
schooling,3,3,False,,3,1,Eleven U.S. senators urge internet providers to aid student online schooling,2020-01-01,2020-12-31,36955,False,True,
scorecard,3,3,False,,3,3,"Earnings Season Scorecard and Analyst Reports for Mastercard, Comcast & Others || Earnings Scorecard and Top Stock Reports for Alphabet, Gilead & Starbucks || Q1 Scorecard and Research Reports for NVIDIA, Coca-Cola, PetroChina & Others",2020-01-01,2020-12-31,36955,False,True,
scotiabank,3,3,False,,3,1,"Scotiabank Downgrades ConocoPhillips to Sector Perform || Scotiabank Downgrades Exxon Mobil to Sector Underperform || ScotiaBank Downgrades Occidental Petroleum to Sector Perform, Lowers Price Target of $16",2020-01-01,2020-12-31,36955,False,True,
scotland,3,3,False,,2,2,"Royal Bank Of Scotland Group Plc Buys Ross Stores Inc, TechnipFMC PLC, Vanguard FTSE Europe ... || Royal Bank Of Scotland Group Plc Buys The Walt Disney Co, Biogen Inc, Lockheed Martin Corp, ...",2020-01-01,2020-12-31,36955,False,True,
scotts,3,3,False,,3,3,"Scotts Miracle-Gro (SMG) Announces Preliminary Results for Q2 || Rockland Trust Co Buys Essential Utilities Inc, Facebook Inc, The Scotts Miracle Gro Co, Sells ... || Davy Asset Management Ltd Buys Cisco Systems Inc, Truist Financial Corp, The Scotts Miracle Gro ...",2020-01-01,2020-12-31,36955,False,True,
scrambling,3,3,False,,3,2,"'Execs at the big banks...are scrambling to meet Fri deadline to make loans to small biz but worried @SBAgov wont have guidelines in place for lending program' -Tweet From FOX Business' Charlie Gasparino || NCAA college football cancellations could send networks, advertisers scrambling into 2021",2020-01-01,2020-12-31,36955,False,True,
scrap,3,3,True,-0.04000000000000001,2,2,"Boeing suppliers Hexcel and Woodward scrap merger as coronavirus hits demand || Broadcom offers to scrap exclusivity deals to end EU antitrust probe || AerCap warns could scrap some Boeing MAX orders, withdraws outlook",2020-01-01,2020-12-31,36955,False,True,
screening,3,3,False,,3,3,Amazon tests screening new merchants for fraud via video calls in pandemic || AMC Plans to Stop Screening Movies From Comcast's Universal Division || 20/20 GeneSystems Stock: Leveraging AI for More Accurate Cancer Screening,2020-01-01,2020-12-31,36955,False,True,
scuffle,3,3,False,,3,3,Dow Jones Today: Stocks Scuffle as Familiar Headwinds Reemerge,2020-01-01,2020-12-31,36955,False,True,
scvl,3,3,False,,3,1,"Consumer Sector Update for 03/26/2020: WMT, MCD, DIS, CVS, KO, SCVL, MCFT, HYRE",2020-01-01,2020-12-31,36955,False,True,
sdy,3,3,False,,2,2,"SDY, KCCB: Big ETF Outflows || Notable ETF Inflow Detected - SDY, PBCT, T, NNN",2020-01-01,2020-12-31,36955,False,True,
seaport,3,3,False,,3,1,"Seaport Global Initiates Coverage On Southern with Buy Rating, Announces Price Target of $60 || Seaport Global Initiates Coverage On Dominion Energy with Buy Rating || Seaport Global Initiates Coverage On Duke Energy with Neutral Rating",2020-01-01,2020-12-31,36955,False,True,
searching,3,3,False,,3,3,Searching for New Compounding Machines || Searching for Peter Lynch || 6 Alternatives for Investors Searching How to Buy the Ant Group IPO,2020-01-01,2020-12-31,36955,False,True,
seas,3,3,False,,3,2,"Notable Wednesday Option Activity: EGLE, GILD, SEAS || Ocean Power Technologies Is the Novavax of the High Seas",2020-01-01,2020-12-31,36955,False,True,
seats,3,3,False,,3,2,"Commentary: Why Airlines Are Giving Freight The Window Seats || Southwest to limit bookings to keep seats open through July || Vacant seats, pre-packed snacks: UK's Odeon seeks to woo guests as cinemas reopen",2020-01-01,2020-12-31,36955,False,True,
second-half,3,3,False,,3,2,Semiconductor ETFs Offer Second-Half Sizzle Potential || PREVIEW-Global presence an advantage as U.S. companies brace for second-half slump,2020-01-01,2020-12-31,36955,False,True,
second-largest,3,3,False,,3,2,How T-Mobile Became the Second-Largest U.S. Carrier,2020-01-01,2020-12-31,36955,False,True,
secretly,3,3,False,,3,3,"Gilead Sues U.S., Claiming It Secretly Obtained Patents on HIV Research That Led to Truvada || Are Stitch Fix's Sales Secretly Soaring? || The Air Force Secretly Built Its Next Fighter Jet: Here's What It Means for Defense Stocks",2020-01-01,2020-12-31,36955,False,True,
sedg,3,3,False,,3,2,"Notable Monday Option Activity: SEDG, EA, SQ || 5 Top Stock Trades for Wednesday: PYPL, CMCSA, ROKU, BABA, SEDG || Technology Sector Update for 12/11/2020: TWTR,QCOM,AAPL,MSTR,SEDG",2020-01-01,2020-12-31,36955,False,True,
seedinvest,3,3,False,,1,1,SeedInvest Review: Pioneer in Equity Crowdfunding || The 7 Best Startups You Can Buy On SeedInvest Right Now || The 7 Best Startups You Can Buy on SeedInvest Right Now,2020-01-01,2020-12-31,36955,False,True,
seekers,3,3,False,,3,3,"Got $5,000? These High-Yield Dividend Stocks Are a Money Machine for Income Seekers || Sorrento Is Only for Thrill Seekers, But the Payoff Could Be Huge",2020-01-01,2020-12-31,36955,False,True,
seiyu,3,3,False,,1,1,"Walmart to sell Japanese supermarket Seiyu to KKR, Rakuten || Walmart to sell most of Japan's Seiyu to KKR and Rakuten || Walmart expects $2 bln non-cash loss from stake sale in Japan's Seiyu",2020-01-01,2020-12-31,36955,False,True,
sellas,3,3,False,,3,2,"BUZZ-U.S. STOCKS ON THE MOVE-Sonoma Pharma, Walt Disney, NantHealth, Sellas Life Sciences",2020-01-01,2020-12-31,36955,False,True,
sensor,3,3,False,,2,2,"Mobile-only Quibi sees more than 300,000 downloads on launch day - Sensor Tower || Sensor maker AMS guides for strong demand from smartphone makers in Q3 || Sensor maker AMS sees strong demand for next generation smartphones",2020-01-01,2020-12-31,36955,False,True,
sensors,3,3,False,,2,2,"Intel's Mobileye Achieves New High: Navigates Without Sensors || Sony, OmniVision receive U.S. licences to export sensors to Huawei -Nikkei || GE Healthcare To Acquire Prismatic Sensors - Quick Facts",2020-01-01,2020-12-31,36955,False,True,
sequoia,3,3,False,,1,1,Starbucks says in partnership with Sequoia Capital China for investments || Starbucks Partners With Sequoia To Make 'Strategic Co-Investments' In China || Starbucks To Partner Sequoia Capital For Tech Investments In China,2020-01-01,2020-12-31,36955,False,True,
serves,3,3,False,,3,2,Johnson & Johnson's Diversified Business Serves It Well in Uncertain Times || Breakingviews - China's chip giant serves nationalism and reform,2020-01-01,2020-12-31,36955,False,True,
severity,3,3,True,-0.065,1,1,"Hearing SunTrust Defending Gilead, Says Remdesivir Could Still Work In Patients With Moderate Severity Coronavirus Infection || Research Indicates Blood Type Could Influence COVID-19 Severity || Experts raise questions about severity of Trump's COVID-19",2020-01-01,2020-12-31,36955,False,True,
shaking,3,3,True,-0.7,2,2,"Lockdowns and Corporate Debt Are Shaking Up Real Estate Profits || US STOCKS-Wall St set to rise, shaking off Trump's stimulus shock || Wall Street rises, shaking off Trump's stimulus shock",2020-01-01,2020-12-31,36955,False,True,
shandong,3,3,False,,2,2,China's Shandong Gold to buy Canadian miner TMAC Resources for almost $165 mln || China Approves $20B Mega Petrochemical Complex in Shandong Oil Hub || China approves $20 bln mega petchem complex in Shandong oil hub -sources,2020-01-01,2020-12-31,36955,False,True,
shed,3,3,True,-0.04000000000000001,3,2,ExxonMobil (XOM) Plans to Shed Equatorial Guinea Oil Assets || PREVIEW-Caterpillar results likely to shed light on strength of economic recovery || U.S. oil producer ConocoPhillips to shed up to 500 workers,2020-01-01,2020-12-31,36955,False,True,
sheds,3,3,False,,3,3,"Dow Jones Sheds 600 Points As Retail Sales Dive, But These 2 Dow Stocks Gain || Dow Jones Sheds 400 Points as Nike Reports Dismal Results, Bank Share Buybacks Are on Hold || Upbeat Quarter Sheds Light on General Electric’s Turnaround Story",2020-01-01,2020-12-31,36955,False,True,
shield,3,3,True,0.034999999999999996,2,1,Will Disney's New Game Shield Glu Mobile From the COVID-19 Downturn? || These 3 Dividend Aristocrats Will Shield You From Another Market Crash || Blue Cross Blue Shield reaches tentative $2.7 bln antitrust settlement -source,2020-01-01,2020-12-31,36955,False,True,
shifted,3,3,False,,3,2,"3M, Speaking With Pence, Reportedly Shifted To 'Full Capacity' Production Of N9 Respiratory Masks || How Retail Bankruptcies Have Shifted Consumer Spending",2020-01-01,2020-12-31,36955,False,True,
shipageddon',3,3,False,,3,3,Retailers already fear U.S. holiday 'shipageddon'; now here come vaccines,2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
ships,3,3,False,,2,1,"The Daily Biotech Pulse: Moderna Ships COVID-19 Vaccine For Clinics, Mallinckrodt Strikes $1.6B Opioid Settlement || The Daily Biotech Pulse: GenMark Diagnostics Ships COVID-19 Test Kits, Karyopharm To Offer Shares, And More || The Daily Biotech Pulse: Applied DNA Ships Vaccine Constructs For Animal Testing, Herceptin Biosimilar Now Available In US",2020-01-01,2020-12-31,36955,False,True,
shooting,3,3,True,-0.09000000000000001,3,2,"Disney Temporarily Halts Shooting of Live-Action Films as a Coronavirus Precaution || These 3 Semiconductor Stocks Are Shooting to the Moon || Shooting at California Walmart distribution center leaves two dead, four injured",2020-01-01,2020-12-31,36955,False,True,
shops,3,3,False,,2,1,Disney Goes Positive After Reopening Shops And Restaurants In Shanghai || Disney Shuts Down Hotels and Shops Following Parks Closures || Amazon India to highlight local shops as online sellers,2020-01-01,2020-12-31,36955,False,True,
shoulder,3,3,False,,3,2,"Bezos Pumps in Another $1 Billion in India, But Amazon Gets the Cold Shoulder || OPEC Nations Are Forcing Big Oil Producers to Shoulder Some of Their Supply Reductions",2020-01-01,2020-12-31,36955,False,True,
shovel,3,3,False,,3,3,A Pick and Shovel Strategy to Avoid Competition and Speculation || Where and When to Shovel GDX into Your Portfolio || “Pick and Shovel” Plays on the Social Distancing Economy,2020-01-01,2020-12-31,36955,False,True,
showdown,3,3,True,-0.010000000000000002,3,2,"Exxon, climate activists in showdown over independent board chair || Retail Bracket Showdown Part 2",2020-01-01,2020-12-31,36955,False,True,
shp,3,3,False,,1,1,"AbbVie and Jacobio Announce Strategic Collaboration to Advance SHP— Inhibitors || AbbVie and Jacobio Earlier Announced a Strategic Collaboration to Advance SHP2 Inhibitors || AbbVie, Jacobio Collaborate To Develop And Commercialize SHP2 Inhibitors",2020-01-01,2020-12-31,36955,False,True,
shuffles,3,3,False,,3,2,"Disney shuffles movie schedule due to virus, 'Mulan' set for July || NBCUniversal shuffles management, News Group's Andy Lack to step down",2020-01-01,2020-12-31,36955,False,True,
shuttered,3,3,True,-0.04000000000000001,2,2,CEO of Shuttered SeaWorld Resigns After 5-Month Stint || Locals long for Disney magic as shuttered Paris park hits jobs,2020-01-01,2020-12-31,36955,False,True,
shutting,3,3,False,,2,1,"With Oil Unprofitable, Canadian Producers Are Shutting Down the Pumps || Chevron shutting Gulf of Mexico facilities due to hurricane Delta || U.S. Gulf oil platforms shutting as Hurricane Delta strengthens",2020-01-01,2020-12-31,36955,False,True,
shy,3,3,True,-0.025,3,3,Duke Energy Shows Improved Relative Strength; Still Shy Of Benchmark || Sherwin-Williams Shows Improved Relative Strength; Still Shy Of Benchmark || Slimmer Siemens to shy away from massive deals after Energy spin off - source,2020-01-01,2020-12-31,36955,False,True,
sights,3,3,False,,3,3,"Dow Jones Today Sets Sights On 29,000 Ahead Of China Trade Deal, Big Bank Reports; Lululemon Up On Guidance || Gilead, Takeda Rumored to Have Sights on Iovance || EXCLUSIVE-U.S. watchdogs train sights on lender misconduct in pandemic aid program",2020-01-01,2020-12-31,36955,False,True,
